"Year","Cohort","Sex","Drivers"
"2007","18","Male","1,479"
"2007","18","Female","1,393"
"2007","19","Male","1,638"
"2007","19","Female","1,546"
"2007","20","Male","1,681"
"2007","20","Female","1,624"
"2007","21","Male","1,712"
"2007","21","Female","1,677"
"2007","22","Male","1,739"
"2007","22","Female","1,715"
"2007","23","Male","1,743"
"2007","23","Female","1,725"
"2007","24","Male","1,792"
"2007","24","Female","1,777"
"2007","25-29","Male","9,072"
"2007","25-29","Female","9,077"
"2007","30-34","Male","8,852"
"2007","30-34","Female","8,766"
"2007","35-39","Male","9,762"
"2007","35-39","Female","9,635"
"2007","40-44","Male","10,117"
"2007","40-44","Female","10,041"
"2007","45-49","Male","10,583"
"2007","45-49","Female","10,641"
"2007","50-54","Male","9,869"
"2007","50-54","Female","9,994"
"2007","55-59","Male","8,581"
"2007","55-59","Female","8,723"
"2007","60-64","Male","6,891"
"2007","60-64","Female","6,976"
"2007","65-69","Male","4,981"
"2007","65-69","Female","5,095"
"2007","70-74","Male","3,733"
"2007","70-74","Female","3,877"
"2007","75-79","Male","2,933"
"2007","75-79","Female","3,187"
"2007","80-84","Male","1,999"
"2007","80-84","Female","2,305"
"2007","85 and Older","Male","1,340"
"2007","85 and Older","Female","1,589"
"2008","Under 16","Male","169"
"2008","Under 16","Female","165"
"2008","16","Male","667"
"2008","16","Female","661"
"2008","17","Male","1,103"
"2008","17","Female","1,068"
"2008","18","Male","1,490"
"2008","18","Female","1,404"
"2008","19","Male","1,658"
"2008","19","Female","1,566"
"2008","20","Male","1,698"
"2008","20","Female","1,642"
"2008","21","Male","1,716"
"2008","21","Female","1,684"
"2008","22","Male","1,740"
"2008","22","Female","1,708"
"2008","23","Male","1,784"
"2008","23","Female","1,763"
"2008","24","Male","1,772"
"2008","24","Female","1,763"
"2008","25-29","Male","9,186"
"2008","25-29","Female","8,232"
"2008","30-34","Male","8,893"
"2008","30-34","Female","8,858"
"2008","35-39","Male","9,672"
"2008","35-39","Female","9,584"
"2008","40-44","Male","9,926"
"2008","40-44","Female","9,841"
"2008","45-49","Male","10,618"
"2008","45-49","Female","10,668"
"2008","50-54","Male","10,059"
"2008","50-54","Female","10,189"
"2008","55-59","Male","8,735"
"2008","55-59","Female","8,900"
"2008","60-64","Male","7,189"
"2008","60-64","Female","7,293"
"2008","65-69","Male","5,268"
"2008","65-69","Female","5,402"
"2008","70-74","Male","3,842"
"2008","70-74","Female","4,005"
"2008","75-79","Male","2,939"
"2008","75-79","Female","3,190"
"2008","80-84","Male","2,043"
"2008","80-84","Female","2,359"
"2008","85 and Older","Male","1,438"
"2008","85 and Older","Female","1,747"
"2009","Under 16","Male","205"
"2009","Under 16","Female","203"
"2009","16","Male","661"
"2009","16","Female","653"
"2009","17","Male","1,074"
"2009","17","Female","1,038"
"2009","18","Male","1,454"
"2009","18","Female","1,371"
"2009","19","Male","1,682"
"2009","19","Female","1,586"
"2009","20","Male","1,725"
"2009","20","Female","1,664"
"2009","21","Male","1,737"
"2009","21","Female","1,701"
"2009","22","Male","1,748"
"2009","22","Female","1,721"
"2009","23","Male","1,783"
"2009","23","Female","1,755"
"2009","24","Male","1,809"
"2009","24","Female","1,796"
"2009","25-29","Male","9,220"
"2009","25-29","Female","9,259"
"2009","30-34","Male","8,920"
"2009","30-34","Female","8,925"
"2009","35-39","Male","9,425"
"2009","35-39","Female","9,366"
"2009","40-44","Male","9,729"
"2009","40-44","Female","9,637"
"2009","45-49","Male","10,577"
"2009","45-49","Female","10,611"
"2009","50-54","Male","10,176"
"2009","50-54","Female","10,300"
"2009","55-59","Male","8,924"
"2009","55-59","Female","9,081"
"2009","60-64","Male","7,512"
"2009","60-64","Female","7,637"
"2009","65-69","Male","5,469"
"2009","65-69","Female","5,617"
"2009","70-74","Male","3,938"
"2009","70-74","Female","4,098"
"2009","75-79","Male","2,943"
"2009","75-79","Female","3,172"
"2009","80-84","Male","2,060"
"2009","80-84","Female","2,354"
"2009","85 and Older","Male","1,480"
"2009","85 and Older","Female","1,799"
"2010","Under 16","Male","199"
"2010","Under 16","Female","198"
"2010","16","Male","607"
"2010","16","Female","604"
"2010","17","Male","1,024"
"2010","17","Female","1,003"
"2010","18","Male","1,407"
"2010","18","Female","1,323"
"2010","19","Male","1,640"
"2010","19","Female","1,546"
"2010","20","Male","1,743"
"2010","20","Female","1,681"
"2010","21","Male","1,756"
"2010","21","Female","1,717"
"2010","22","Male","1,757"
"2010","22","Female","1,725"
"2010","23","Male","1,767"
"2010","23","Female","1,748"
"2010","24","Male","1,792"
"2010","24","Female","1,778"
"2010","25-29","Male","9,178"
"2010","25-29","Female","9,252"
"2010","30-34","Male","8,934"
"2010","30-34","Female","8,915"
"2010","35-39","Male","9,078"
"2010","35-39","Female","9,082"
"2010","40-44","Male","8,612"
"2010","40-44","Female","8,564"
"2010","45-49","Male","10,380"
"2010","45-49","Female","10,433"
"2010","50-54","Male","10,240"
"2010","50-54","Female","10,387"
"2010","55-59","Male","9,126"
"2010","55-59","Female","9,313"
"2010","60-64","Male","7,846"
"2010","60-64","Female","8,010"
"2010","65-69","Male","5,652"
"2010","65-69","Female","5,815"
"2010","70-74","Male","4,028"
"2010","70-74","Female","4,201"
"2010","75-79","Male","2,966"
"2010","75-79","Female","3,191"
"2010","80-84","Male","2,090"
"2010","80-84","Female","2,373"
"2010","85 and Older","Male","1,540"
"2010","85 and Older","Female","1,870"
"2011","Under 16","Male","180"
"2011","Under 16","Female","180"
"2011","16","Male","585"
"2011","16","Female","582"
"2011","17","Male","986"
"2011","17","Female","963"
"2011","18","Male","1,363"
"2011","18","Female","1,286"
"2011","19","Male","1,605"
"2011","19","Female","1,524"
"2011","20","Male","1,724"
"2011","20","Female","1,659"
"2011","21","Male","1,786"
"2011","21","Female","1,744"
"2011","22","Male","1,790"
"2011","22","Female","1,760"
"2011","23","Male","1,793"
"2011","23","Female","1,779"
"2011","24","Male","1,806"
"2011","24","Female","1,805"
"2011","25-29","Male","9,251"
"2011","25-29","Female","9,363"
"2011","30-34","Male","9,051"
"2011","30-34","Female","9,224"
"2011","35-39","Male","8,786"
"2011","35-39","Female","8,891"
"2011","40-44","Male","9,599"
"2011","40-44","Female","9,660"
"2011","45-49","Male","10,130"
"2011","45-49","Female","10,241"
"2011","50-54","Male","10,292"
"2011","50-54","Female","10,508"
"2011","55-59","Male","9,313"
"2011","55-59","Female","9,574"
"2011","60-64","Male","8,131"
"2011","60-64","Female","8,377"
"2011","65-69","Male","5,894"
"2011","65-69","Female","6,079"
"2011","70-74","Male","4,176"
"2011","70-74","Female","4,361"
"2011","75-79","Male","3,004"
"2011","75-79","Female","3,220"
"2011","80-84","Male","2,092"
"2011","80-84","Female","2,341"
"2011","85 and Older","Male","1,554"
"2011","85 and Older","Female","1,841"
"2012","Under 16","Male","65"
"2012","Under 16","Female","63"
"2012","16","Male","590"
"2012","16","Female","589"
"2012","17","Male","981"
"2012","17","Female","963"
"2012","18","Male","1,319"
"2012","18","Female","1,251"
"2012","19","Male","1,551"
"2012","19","Female","1,458"
"2012","20","Male","1,662"
"2012","20","Female","1,590"
"2012","21","Male","1,729"
"2012","21","Female","1,678"
"2012","22","Male","1,814"
"2012","22","Female","1,777"
"2012","23","Male","1,814"
"2012","23","Female","1,794"
"2012","24","Male","1,817"
"2012","24","Female","1,806"
"2012","25-29","Male","9,142"
"2012","25-29","Female","9,215"
"2012","30-34","Male","9,088"
"2012","30-34","Female","9,243"
"2012","35-39","Male","8,668"
"2012","35-39","Female","8,758"
"2012","40-44","Male","9,532"
"2012","40-44","Female","9,569"
"2012","45-49","Male","9,894"
"2012","45-49","Female","9,943"
"2012","50-54","Male","10,299"
"2012","50-54","Female","10,459"
"2012","55-59","Male","9,503"
"2012","55-59","Female","9,739"
"2012","60-64","Male","8,129"
"2012","60-64","Female","8,379"
"2012","65-69","Male","6,311"
"2012","65-69","Female","6,515"
"2012","70-74","Male","4,349"
"2012","70-74","Female","4,557"
"2012","75-79","Male","3,041"
"2012","75-79","Female","3,255"
"2012","80-84","Male","2,097"
"2012","80-84","Female","2,338"
"2012","85 and Older","Male","1,590"
"2012","85 and Older","Female","1,890"
"2013","Under 16","Male","31"
"2013","Under 16","Female","30"
"2013","16","Male","584"
"2013","16","Female","584"
"2013","17","Male","1,023"
"2013","17","Female","986"
"2013","18","Male","1,381"
"2013","18","Female","1,298"
"2013","19","Male","1,577"
"2013","19","Female","1,483"
"2013","20","Male","1,690"
"2013","20","Female","1,605"
"2013","21","Male","1,747"
"2013","21","Female","1,687"
"2013","22","Male","1,806"
"2013","22","Female","1,768"
"2013","23","Male","1,858"
"2013","23","Female","1,830"
"2013","24","Male","1,842"
"2013","24","Female","1,831"
"2013","25-29","Male","9,128"
"2013","25-29","Female","9,212"
"2013","30-34","Male","9,083"
"2013","30-34","Female","9,273"
"2013","35-39","Male","8,566"
"2013","35-39","Female","8,707"
"2013","40-44","Male","9,333"
"2013","40-44","Female","9,411"
"2013","45-49","Male","9,620"
"2013","45-49","Female","9,678"
"2013","50-54","Male","10,206"
"2013","50-54","Female","10,401"
"2013","55-59","Male","9,563"
"2013","55-59","Female","9,834"
"2013","60-64","Male","8,179"
"2013","60-64","Female","8,477"
"2013","65-69","Male","6,494"
"2013","65-69","Female","6,733"
"2013","70-74","Male","4,532"
"2013","70-74","Female","4,774"
"2013","75-79","Male","3,091"
"2013","75-79","Female","3,328"
"2013","80-84","Male","2,075"
"2013","80-84","Female","2,323"
"2013","85 and Older","Male","1,588"
"2013","85 and Older","Female","1,888"
"2014","Under 16","Male","30"
"2014","Under 16","Female","31"
"2014","16","Male","509"
"2014","16","Female","512"
"2014","17","Male","951"
"2014","17","Female","930"
"2014","18","Male","1,304"
"2014","18","Female","1,236"
"2014","19","Male","1,540"
"2014","19","Female","1,446"
"2014","20","Male","1,652"
"2014","20","Female","1,569"
"2014","21","Male","1,709"
"2014","21","Female","1,633"
"2014","22","Male","1,794"
"2014","22","Female","1,741"
"2014","23","Male","1,856"
"2014","23","Female","1,827"
"2014","24","Male","1,907"
"2014","24","Female","1,891"
"2014","25-29","Male","9,324"
"2014","25-29","Female","9,386"
"2014","30-34","Male","9,232"
"2014","30-34","Female","9,418"
"2014","35-39","Male","8,666"
"2014","35-39","Female","8,846"
"2014","40-44","Male","9,114"
"2014","40-44","Female","9,237"
"2014","45-49","Male","9,421"
"2014","45-49","Female","9,489"
"2014","50-54","Male","10,198"
"2014","50-54","Female","10,389"
"2014","55-59","Male","9,731"
"2014","55-59","Female","10,019"
"2014","60-64","Male","8,383"
"2014","60-64","Female","8,719"
"2014","65-69","Male","6,868"
"2014","65-69","Female","7,146"
"2014","70-74","Male","4,778"
"2014","70-74","Female","5,040"
"2014","75-79","Male","3,197"
"2014","75-79","Female","3,437"
"2014","80-84","Male","2,094"
"2014","80-84","Female","2,312"
"2014","85 and Older","Male","1,647"
"2014","85 and Older","Female","1,930"
"2015","Under 16","Male","32"
"2015","Under 16","Female","32"
"2015","16","Male","527"
"2015","16","Female","538"
"2015","17","Male","967"
"2015","17","Female","954"
"2015","18","Male","1,305"
"2015","18","Female","1,246"
"2015","19","Male","1,530"
"2015","19","Female","1,460"
"2015","20","Male","1,645"
"2015","20","Female","1,597"
"2015","21","Male","1,708"
"2015","21","Female","1,661"
"2015","22","Male","1,791"
"2015","22","Female","1,740"
"2015","23","Male","1,857"
"2015","23","Female","1,831"
"2015","24","Male","1,912"
"2015","24","Female","1,906"
"2015","25-29","Male","9,600"
"2015","25-29","Female","9,666"
"2015","30-34","Male","9,484"
"2015","30-34","Female","9,636"
"2015","35-39","Male","8,948"
"2015","35-39","Female","9,139"
"2015","40-44","Male","8,976"
"2015","40-44","Female","9,131"
"2015","45-49","Male","9,440"
"2015","45-49","Female","9,548"
"2015","50-54","Male","10,130"
"2015","50-54","Female","10,358"
"2015","55-59","Male","9,859"
"2015","55-59","Female","10,209"
"2015","60-64","Male","8,621"
"2015","60-64","Female","9,026"
"2015","65-69","Male","7,218"
"2015","65-69","Female","7,571"
"2015","70-74","Male","4,975"
"2015","70-74","Female","5,257"
"2015","75-79","Male","3,267"
"2015","75-79","Female","3,567"
"2015","80-84","Male","2,157"
"2015","80-84","Female","2,364"
"2015","85 and Older","Male","1,700"
"2015","85 and Older","Female","2,017"
"2016","Under 16","Male","32"
"2016","Under 16","Female","32"
"2016","16","Male","556"
"2016","16","Female","568"
"2016","17","Male","991"
"2016","17","Female","984"
"2016","18","Male","1,338"
"2016","18","Female","1,282"
"2016","19","Male","1,556"
"2016","19","Female","1,484"
"2016","20","Male","1,655"
"2016","20","Female","1,597"
"2016","21","Male","1,723"
"2016","21","Female","1,668"
"2016","22","Male","1,795"
"2016","22","Female","1,753"
"2016","23","Male","1,868"
"2016","23","Female","1,825"
"2016","24","Male","1,930"
"2016","24","Female","1,906"
"2016","25-29","Male","9,867"
"2016","25-29","Female","9,888"
"2016","30-34","Male","9,697"
"2016","30-34","Female","9,798"
"2016","35-39","Male","9,260"
"2016","35-39","Female","9,430"
"2016","40-44","Male","8,846"
"2016","40-44","Female","8,983"
"2016","45-49","Male","9,576"
"2016","45-49","Female","9,679"
"2016","50-54","Male","9,985"
"2016","50-54","Female","10,177"
"2016","55-59","Male","10,001"
"2016","55-59","Female","10,322"
"2016","60-64","Male","8,865"
"2016","60-64","Female","9,250"
"2016","65-69","Male","7,548"
"2016","65-69","Female","7,919"
"2016","70-74","Male","5,204"
"2016","70-74","Female","5,476"
"2016","75-79","Male","3,542"
"2016","75-79","Female","3,722"
"2016","80-84","Male","2,199"
"2016","80-84","Female","2,415"
"2016","85 and Older","Male","1,798"
"2016","85 and Older","Female","2,089"
"2017","Under 16","Male","38"
"2017","Under 16","Female","39"
"2017","16","Male","544"
"2017","16","Female","555"
"2017","17","Male","999"
"2017","17","Female","991"
"2017","18","Male","1,343"
"2017","18","Female","1,286"
"2017","19","Male","1,561"
"2017","19","Female","1,489"
"2017","20","Male","1,661"
"2017","20","Female","1,593"
"2017","21","Male","1,708"
"2017","21","Female","1,657"
"2017","22","Male","1,788"
"2017","22","Female","1,740"
"2017","23","Male","1,851"
"2017","23","Female","1,817"
"2017","24","Male","1,917"
"2017","24","Female","1,880"
"2017","25-29","Male","10,039"
"2017","25-29","Female","10,034"
"2017","30-34","Male","9,835"
"2017","30-34","Female","9,921"
"2017","35-39","Male","9,518"
"2017","35-39","Female","9,677"
"2017","40-44","Male","8,885"
"2017","40-44","Female","9,011"
"2017","45-49","Male","9,628"
"2017","45-49","Female","9,717"
"2017","50-54","Male","9,850"
"2017","50-54","Female","9,981"
"2017","55-59","Male","10,100"
"2017","55-59","Female","10,402"
"2017","60-64","Male","9,138"
"2017","60-64","Female","9,540"
"2017","65-69","Male","7,609"
"2017","65-69","Female","8,017"
"2017","70-74","Male","5,690"
"2017","70-74","Female","6,015"
"2017","75-79","Male","3,637"
"2017","75-79","Female","3,944"
"2017","80-84","Male","2,238"
"2017","80-84","Female","2,485"
"2017","85 and Older","Male","1,828"
"2017","85 and Older","Female","2,152"
"2018","Under 16","Male","21"
"2018","Under 16","Female","21"
"2018","16","Male","525"
"2018","16","Female","540"
"2018","17","Male","989"
"2018","17","Female","987"
"2018","18","Male","1,340"
"2018","18","Female","1,290"
"2018","19","Male","1,556"
"2018","19","Female","1,485"
"2018","20","Male","1,658"
"2018","20","Female","1,590"
"2018","21","Male","1,706"
"2018","21","Female","1,649"
"2018","22","Male","1,775"
"2018","22","Female","1,731"
"2018","23","Male","1,842"
"2018","23","Female","1,803"
"2018","24","Male","1,895"
"2018","24","Female","1,869"
"2018","25-29","Male","10,099"
"2018","25-29","Female","10,088"
"2018","30-34","Male","9,953"
"2018","30-34","Female","10,026"
"2018","35-39","Male","9,725"
"2018","35-39","Female","9,877"
"2018","40-44","Male","8,965"
"2018","40-44","Female","9,087"
"2018","45-49","Male","9,550"
"2018","45-49","Female","9,648"
"2018","50-54","Male","9,665"
"2018","50-54","Female","9,779"
"2018","55-59","Male","10,134"
"2018","55-59","Female","10,405"
"2018","60-64","Male","9,328"
"2018","60-64","Female","9,713"
"2018","65-69","Male","7,759"
"2018","65-69","Female","8,183"
"2018","70-74","Male","5,962"
"2018","70-74","Female","6,289"
"2018","75-79","Male","3,878"
"2018","75-79","Female","4,176"
"2018","80-84","Male","2,315"
"2018","80-84","Female","2,621"
"2018","85 and Older","Male","1,847"
"2018","85 and Older","Female","2,218"
"2019","Under 16","Male","21"
"2019","Under 16","Female","22"
"2019","16","Male","534"
"2019","16","Female","554"
"2019","17","Male","975"
"2019","17","Female","981"
"2019","18","Male","1,331"
"2019","18","Female","1,291"
"2019","19","Male","1,569"
"2019","19","Female","1,503"
"2019","20","Male","1,661"
"2019","20","Female","1,594"
"2019","21","Male","1,709"
"2019","21","Female","1,651"
"2019","22","Male","1,780"
"2019","22","Female","1,728"
"2019","23","Male","1,830"
"2019","23","Female","1,793"
"2019","24","Male","1,882"
"2019","24","Female","1,851"
"2019","25-29","Male","10,072"
"2019","25-29","Female","10,045"
"2019","30-34","Male","10,042"
"2019","30-34","Female","10,140"
"2019","35-39","Male","9,809"
"2019","35-39","Female","9,934"
"2019","40-44","Male","9,045"
"2019","40-44","Female","9,201"
"2019","45-49","Male","9,397"
"2019","45-49","Female","9,522"
"2019","50-54","Male","9,526"
"2019","50-54","Female","9,647"
"2019","55-59","Male","10,110"
"2019","55-59","Female","10,387"
"2019","60-64","Male","9,421"
"2019","60-64","Female","9,822"
"2019","65-69","Male","7,888"
"2019","65-69","Female","8,354"
"2019","70-74","Male","6,187"
"2019","70-74","Female","6,576"
"2019","75-79","Male","4,003"
"2019","75-79","Female","4,342"
"2019","80-84","Male","2,312"
"2019","80-84","Female","2,568"
"2019","85 and Older","Male","1,895"
"2019","85 and Older","Female","2,172"
"2020","Under 16","Male","30"
"2020","Under 16","Female","31"
"2020","16","Male","511"
"2020","16","Female","531"
"2020","17","Male","925"
"2020","17","Female","927"
"2020","18","Male","1,253"
"2020","18","Female","1,214"
"2020","19","Male","1,502"
"2020","19","Female","1,427"
"2020","20","Male","1,656"
"2020","20","Female","1,581"
"2020","21","Male","1,707"
"2020","21","Female","1,638"
"2020","22","Male","1,751"
"2020","22","Female","1,693"
"2020","23","Male","1,803"
"2020","23","Female","1,755"
"2020","24","Male","1,862"
"2020","24","Female","1,831"
"2020","25-29","Male","9,877"
"2020","25-29","Female","9,837"
"2020","30-34","Male","10,041"
"2020","30-34","Female","10,145"
"2020","35-39","Male","9,791"
"2020","35-39","Female","9,952"
"2020","40-44","Male","9,135"
"2020","40-44","Female","9,331"
"2020","45-49","Male","9,094"
"2020","45-49","Female","9,261"
"2020","50-54","Male","9,429"
"2020","50-54","Female","9,589"
"2020","55-59","Male","9,910"
"2020","55-59","Female","10,213"
"2020","60-64","Male","9,421"
"2020","60-64","Female","9,872"
"2020","65-69","Male","8,022"
"2020","65-69","Female","8,553"
"2020","70-74","Male","6,415"
"2020","70-74","Female","6,882"
"2020","75-79","Male","4,136"
"2020","75-79","Female","4,498"
"2020","80-84","Male","2,459"
"2020","80-84","Female","2,710"
"2020","85 and Older","Male","1,863"
"2020","85 and Older","Female","2,129"
"2021","Under 16","Male","55"
"2021","Under 16","Female","56"
"2021","16","Male","537"
"2021","16","Female","554"
"2021","17","Male","918"
"2021","17","Female","908"
"2021","18","Male","1,319"
"2021","18","Female","1,243"
"2021","19","Male","1,490"
"2021","19","Female","1,428"
"2021","20","Male","1,658"
"2021","20","Female","1,576"
"2021","21","Male","1,772"
"2021","21","Female","1,679"
"2021","22","Male","1,769"
"2021","22","Female","1,687"
"2021","23","Male","1,829"
"2021","23","Female","1,756"
"2021","24","Male","1,886"
"2021","24","Female","1,824"
"2021","25-29","Male","9,984"
"2021","25-29","Female","9,812"
"2021","30-34","Male","10,419"
"2021","30-34","Female","10,439"
"2021","35-39","Male","10,118"
"2021","35-39","Female","10,186"
"2021","40-44","Male","9,558"
"2021","40-44","Female","9,681"
"2021","45-49","Male","9,001"
"2021","45-49","Female","9,107"
"2021","50-54","Male","9,617"
"2021","50-54","Female","9,719"
"2021","55-59","Male","9,851"
"2021","55-59","Female","10,065"
"2021","60-64","Male","9,657"
"2021","60-64","Female","10,040"
"2021","65-69","Male","8,295"
"2021","65-69","Female","8,811"
"2021","70-74","Male","6,704"
"2021","70-74","Female","7,223"
"2021","75-79","Male","4,324"
"2021","75-79","Female","4,717"
"2021","80-84","Male","2,537"
"2021","80-84","Female","2,842"
"2021","85 and Older","Male","1,917"
"2021","85 and Older","Female","2,213"
"2022","Under 16","Male","59"
"2022","Under 16","Female","59"
"2022","16","Male","538"
"2022","16","Female","539"
"2022","17","Male","932"
"2022","17","Female","912"
"2022","18","Male","1,334"
"2022","18","Female","1,253"
"2022","19","Male","1,528"
"2022","19","Female","1,423"
"2022","20","Male","1,646"
"2022","20","Female","1,557"
"2022","21","Male","1,760"
"2022","21","Female","1,666"
"2022","22","Male","1,804"
"2022","22","Female","1,717"
"2022","23","Male","1,845"
"2022","23","Female","1,762"
"2022","24","Male","1,904"
"2022","24","Female","1,832"
"2022","25-29","Male","9,946"
"2022","25-29","Female","9,748"
"2022","30-34","Male","10,550"
"2022","30-34","Female","10,573"
"2022","35-39","Male","10,191"
"2022","35-39","Female","10,275"
"2022","40-44","Male","9,738"
"2022","40-44","Female","9,898"
"2022","45-49","Male","8,972"
"2022","45-49","Female","9,131"
"2022","50-54","Male","9,540"
"2022","50-54","Female","9,717"
"2022","55-59","Male","9,612"
"2022","55-59","Female","9,886"
"2022","60-64","Male","9,635"
"2022","60-64","Female","10,083"
"2022","65-69","Male","8,449"
"2022","65-69","Female","9,046"
"2022","70-74","Male","6,729"
"2022","70-74","Female","7,334"
"2022","75-79","Male","4,712"
"2022","75-79","Female","5,183"
"2022","80-84","Male","2,702"
"2022","80-84","Female","3,052"
"2022","85 and Older","Male","1,997"
"2022","85 and Older","Female","2,319"
"2023","Under 16","Male","60"
"2023","Under 16","Female","59"
"2023","16","Male","569"
"2023","16","Female","558"
"2023","17","Male","990"
"2023","17","Female","947"
"2023","18","Male","1,369"
"2023","18","Female","1,261"
"2023","19","Male","1,565"
"2023","19","Female","1,435"
"2023","20","Male","1,706"
"2023","20","Female","1,589"
"2023","21","Male","1,758"
"2023","21","Female","1,648"
"2023","22","Male","1,818"
"2023","22","Female","1,719"
"2023","23","Male","1,898"
"2023","23","Female","1,799"
"2023","24","Male","1,943"
"2023","24","Female","1,850"
"2023","25-29","Male","10,039"
"2023","25-29","Female","9,755"
"2023","30-34","Male","10,695"
"2023","30-34","Female","10,636"
"2023","35-39","Male","10,366"
"2023","35-39","Female","10,395"
"2023","40-44","Male","9,985"
"2023","40-44","Female","10,106"
"2023","45-49","Male","9,068"
"2023","45-49","Female","9,215"
"2023","50-54","Male","9,464"
"2023","50-54","Female","9,646"
"2023","55-59","Male","9,438"
"2023","55-59","Female","9,686"
"2023","60-64","Male","9,651"
"2023","60-64","Female","10,099"
"2023","65-69","Male","8,583"
"2023","65-69","Female","9,196"
"2023","70-74","Male","6,825"
"2023","70-74","Female","7,473"
"2023","75-79","Male","4,912"
"2023","75-79","Female","5,421"
"2023","80-84","Male","2,852"
"2023","80-84","Female","3,238"
"2023","85 and Older","Male","2,016"
"2023","85 and Older","Female","2,357"
"1963","70+","Male","3,073"
"1964","70+","Male","2,963"
"1965","70+","Male","2,954"
"1966","70+","Male","3,190"
"1967","70+","Male","3,171"
"1968","70+","Male","3,177"
"1969","70+","Male","3,320"
"1970","70+","Male","3,341"
"1971","70+","Male","3,857"
"1972","70+","Male","3,835"
"1973","70+","Male","3,920"
"1974","70+","Male","4,134"
"1975","70+","Male","4,267"
"1976","70+","Male","4,473"
"1977","70+","Male","4,694"
"1978","70+","Male","4,903"
"1979","70+","Male","5,055"
"1980","70+","Male","5,197"
"1981","70+","Male","5,227"
"1982","70+","Male","5,494"
"1983","70+","Male","5,654"
"1984","70+","Male","5,987"
"1985","70+","Male","6,079"
"1986","70+","Male","6,323"
"1987","70+","Male","6,488"
"1988","70+","Male","6,664"
"1989","70+","Male","6,896"
"1990","70+","Male","7,158"
"1991","70+","Male","7,434"
"1992","70+","Male","7,806"
"1993","70+","Male","7,833"
"1963","70+","Female","934"
"1964","70+","Female","915"
"1965","70+","Female","931"
"1966","70+","Female","1,053"
"1967","70+","Female","1,139"
"1968","70+","Female","1,163"
"1969","70+","Female","1,282"
"1970","70+","Female","1,393"
"1971","70+","Female","1,910"
"1972","70+","Female","1,897"
"1973","70+","Female","2,036"
"1974","70+","Female","2,258"
"1975","70+","Female","2,469"
"1976","70+","Female","2,706"
"1977","70+","Female","2,947"
"1978","70+","Female","3,189"
"1979","70+","Female","3,435"
"1980","70+","Female","3,699"
"1981","70+","Female","3,866"
"1982","70+","Female","4,345"
"1983","70+","Female","4,453"
"1984","70+","Female","4,939"
"1985","70+","Female","5,088"
"1986","70+","Female","5,462"
"1987","70+","Female","5,702"
"1988","70+","Female","6,098"
"1989","70+","Female","6,392"
"1990","70+","Female","6,726"
"1991","70+","Female","7,043"
"1992","70+","Female","7,593"
"1993","70+","Female","7,725"
"2024","85 and Older","Male","2,098"
"2024","85 and Older","Female","2,483"
"2024","80-84","Male","2,984"
"2024","80-84","Female","3,407"
"2024","75-79","Male","5,151"
"2024","75-79","Female","5,724"
"2024","70-74","Male","6,941"
"2024","70-74","Female","7,641"
"2024","65-69","Male","8,668"
"2024","65-69","Female","9,287"
"2024","60-64","Male","9,618"
"2024","60-64","Female","10,057"
"2024","55-59","Male","9,266"
"2024","55-59","Female","9,493"
"2024","50-54","Male","9,320"
"2024","50-54","Female","9,499"
"2024","45-49","Male","9,211"
"2024","45-49","Female","9,342"
"2024","40-44","Male","10,149"
"2024","40-44","Female","10,222"
"2024","35-39","Male","10,559"
"2024","35-39","Female","10,533"
"2024","30-34","Male","10,742"
"2024","30-34","Female","10,604"
"2024","25-29","Male","10,096"
"2024","25-29","Female","9,719"
"2024","24","Male","1,984"
"2024","24","Female","1,872"
"2024","23","Male","1,900"
"2024","23","Female","1,790"
"2024","22","Male","1,811"
"2024","22","Female","1,698"
"2024","21","Male","1,805"
"2024","21","Female","1,669"
"2024","20","Male","1,734"
"2024","20","Female","1,603"
"2024","19","Male","1,588"
"2024","19","Female","1,442"
"2024","18","Male","1,409"
"2024","18","Female","1,283"
"2024","17","Male","1,035"
"2024","17","Female","978"
"2024","16","Male","604"
"2024","16","Female","585"
"2024","Under 16","Male","77"
"2024","Under 16","Female","73"
